stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
RET:HA3082,HA3082,"Bergschenhoek, Begraafplaats",51.985923,4.499448,0,stoparea:RET:73,,0,,
RET:HA3083,HA3083,"Bergschenhoek, Bergschk Dorpsstraat",51.988877,4.500219,0,stoparea:RET:198,,0,,
RET:HA3084,HA3084,"Bergschenhoek, Veld en Beemd",51.992025,4.495731,0,stoparea:RET:759,,0,,
RET:HA3085,HA3085,"Bergschenhoek, Sportpark",51.994012,4.49109,0,stoparea:RET:680,,0,,
RET:HA3086,HA3086,"Bergschenhoek, Oostersingel",51.994992,4.488814,0,stoparea:RET:18385,,1,,
RET:HA3087,HA3087,"Berkel en Rodenrijs, Beukensingel",52.000247,4.489538,0,stoparea:RET:85,,1,,
RET:HA3089,HA3089,"Berkel en Rodenrijs, Venus",52.005418,4.492187,0,stoparea:RET:763,,1,,
RET:HA3090,HA3090,"Berkel en Rodenrijs, Jupiter",52.006061,4.484572,0,stoparea:RET:325,,1,,
RET:HA3092,HA3092,"Berkel en Rodenrijs, St. Petrus",52.000826,4.481765,0,stoparea:RET:719,,0,,
RET:HA3100,HA3100,"Berkel en Rodenrijs, Rodenrijs Metro",51.97584,4.461324,0,stoparea:RET:18853,,1,,
RET:HA3101,HA3101,"Rotterdam, Stadhuis",51.922862,4.478742,0,stoparea:RET:688,,0,,
RET:HA3103,HA3103,"Maassluis, Koningshoek",51.928417,4.237429,0,stoparea:RET:367,,1,,
RET:HA3107,HA3107,"Nieuwerkerk ad IJssel, Begoniaveld",51.975106,4.62323,0,stoparea:RET:72,,0,,
RET:HA3108,HA3108,"Nieuwerkerk ad IJssel, Lelieveld",51.972128,4.624096,0,stoparea:RET:396,,,,
RET:HA3109,HA3109,"Nieuwerkerk ad IJssel, Zwanendal",51.968833,4.620557,0,stoparea:RET:873,,0,,
RET:HA3111,HA3111,"Capelle ad IJssel, Capelle Centrum",51.93061,4.591606,0,stoparea:RET:141,,0,,
RET:HA3112,HA3112,"Rotterdam, Van Helmontstraat",51.911116,4.433706,0,stoparea:RET:278,,0,,
RET:HA3113,HA3113,"Rotterdam, Van Helmontstraat",51.910979,4.433433,0,stoparea:RET:278,,0,,
RET:HA3114,HA3114,"Rotterdam, Schiemond",51.904193,4.446815,0,stoparea:RET:641,,0,,
RET:HA3116,HA3116,"Rotterdam, Pieter de Hoochweg",51.905819,4.460296,0,stoparea:RET:546,,0,,
RET:HA3117,HA3117,"Barendrecht, Lindehoevelaan",51.852978,4.538155,0,stoparea:RET:409,,1,,
